location,target,unit,value,type,bin_start_incl,bin_end_notincl
HHS Region 9,3 wk ahead,percent,0.0120361167717461,Bin,0.8,0.9
HHS Region 9,3 wk ahead,percent,0.017051164204154,Bin,0.9,1.0
HHS Region 9,3 wk ahead,percent,0.0230692183085742,Bin,1.0,1.1
HHS Region 9,3 wk ahead,percent,0.0351053207845562,Bin,1.1,1.2
HHS Region 9,3 wk ahead,percent,0.0300902798832551,Bin,1.2,1.3
HHS Region 9,3 wk ahead,percent,0.0381143482750798,Bin,1.3,1.4
HHS Region 9,3 wk ahead,percent,0.0581745189427197,Bin,1.4,1.5
HHS Region 9,3 wk ahead,percent,0.0651955832487358,Bin,1.5,1.6
HHS Region 9,3 wk ahead,percent,0.0882647833621813,Bin,1.6,1.7
HHS Region 9,3 wk ahead,percent,0.115346016138579,Bin,1.7,1.8
HHS Region 9,3 wk ahead,percent,0.106318943408482,Bin,1.8,1.9
HHS Region 9,3 wk ahead,percent,0.0772316979687372,Bin,1.9,2.0
HHS Region 9,3 wk ahead,percent,0.0722166497255264,Bin,2.0,2.1
HHS Region 9,3 wk ahead,percent,0.0501504575617843,Bin,2.1,2.2
HHS Region 9,3 wk ahead,percent,0.0421263826294394,Bin,2.2,2.3
HHS Region 9,3 wk ahead,percent,0.0290872663396122,Bin,2.3,2.4
HHS Region 9,3 wk ahead,percent,0.0210631927537273,Bin,2.4,2.5
HHS Region 9,3 wk ahead,percent,0.0180541623985647,Bin,2.5,2.6
HHS Region 9,3 wk ahead,percent,0.0160481422119307,Bin,2.6,2.7
HHS Region 9,3 wk ahead,percent,0.00702106492899103,Bin,2.7,2.8
HHS Region 9,3 wk ahead,percent,0.00902708042635623,Bin,2.8,2.9
HHS Region 9,3 wk ahead,percent,0.00501504560718321,Bin,2.9,3.0
HHS Region 9,3 wk ahead,percent,0.00401203582198565,Bin,3.0,3.1
HHS Region 9,3 wk ahead,percent,0.00702105979262656,Bin,3.1,3.2
HHS Region 9,3 wk ahead,percent,0.00601805071629471,Bin,3.2,3.3
HHS Region 9,3 wk ahead,percent,0.00200601689615915,Bin,3.3,3.4
HHS Region 9,3 wk ahead,percent,0.00300902517810502,Bin,3.4,3.5
HHS Region 9,3 wk ahead,percent,0.00200601680019968,Bin,3.5,3.6
HHS Region 9,3 wk ahead,percent,0.0010030084245331,Bin,3.6,3.7
HHS Region 9,3 wk ahead,percent,0.00200601680019968,Bin,3.7,3.8
HHS Region 9,3 wk ahead,percent,0.00300902517586626,Bin,3.8,3.9
HHS Region 9,3 wk ahead,percent,0.00300902517586626,Bin,3.9,4.0
HHS Region 9,3 wk ahead,percent,0.0010030084245331,Bin,4.0,4.1
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,4.1,4.2
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,4.2,4.3
HHS Region 9,3 wk ahead,percent,0.0010030084245331,Bin,4.3,4.4
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,4.4,4.5
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,4.5,4.6
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,4.6,4.7
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,4.7,4.8
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,4.8,4.9
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,4.9,5.0
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,5.0,5.1
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,5.1,5.2
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,5.2,5.3
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,5.3,5.4
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,5.4,5.5
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,5.5,5.6
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,5.6,5.7
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,5.7,5.8
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,5.8,5.9
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,5.9,6.0
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,6.0,6.1
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,6.1,6.2
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,6.2,6.3
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,6.3,6.4
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,6.4,6.5
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,6.5,6.6
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,6.6,6.7
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,6.7,6.8
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,6.8,6.9
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,6.9,7.0
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,7.0,7.1
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,7.1,7.2
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,7.2,7.3
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,7.3,7.4
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,7.4,7.5
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,7.5,7.6
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,7.6,7.7
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,7.7,7.8
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,7.8,7.9
HHS Region 9,3 wk ahead,percent,4.88665168133881e-11,Bin,7.9,8.0
HHS Region 9,3 wk ahead,percent,4.88665168133885e-11,Bin,8.0,8.1
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,8.1,8.2
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,8.2,8.3
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,8.3,8.4
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,8.4,8.5
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,8.5,8.6
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,8.6,8.7
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,8.7,8.8
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,8.8,8.9
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,8.9,9.0
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,9.0,9.1
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,9.1,9.2
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,9.2,9.3
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,9.3,9.4
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,9.4,9.5
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,9.5,9.6
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,9.6,9.7
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,9.7,9.8
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,9.8,9.9
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,9.9,10.0
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,10.0,10.1
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,10.1,10.2
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,10.2,10.3
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,10.3,10.4
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,10.4,10.5
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,10.5,10.6
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,10.6,10.7
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,10.7,10.8
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,10.8,10.9
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,10.9,11.0
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,11.0,11.1
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,11.1,11.2
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,11.2,11.3
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,11.3,11.4
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,11.4,11.5
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,11.5,11.6
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,11.6,11.7
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,11.7,11.8
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,11.8,11.9
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,11.9,12.0
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,12.0,12.1
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,12.1,12.2
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,12.2,12.3
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,12.3,12.4
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,12.4,12.5
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,12.5,12.6
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,12.6,12.7
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,12.7,12.8
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,12.8,12.9
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,12.9,13.0
HHS Region 9,3 wk ahead,percent,4.8866516813389e-11,Bin,13.0,100.0
HHS Region 9,4 wk ahead,percent,7.03949065342732e-11,Bin,0.0,0.1
HHS Region 9,4 wk ahead,percent,0.00200200084257076,Bin,0.1,0.2
HHS Region 9,4 wk ahead,percent,0.0040040015443517,Bin,0.2,0.3
HHS Region 9,4 wk ahead,percent,0.0020020008529021,Bin,0.3,0.4
HHS Region 9,4 wk ahead,percent,0.0010010007559989,Bin,0.4,0.5
HHS Region 9,4 wk ahead,percent,0.00500500292628558,Bin,0.5,0.6
HHS Region 9,4 wk ahead,percent,0.00400400426212147,Bin,0.6,0.7
HHS Region 9,4 wk ahead,percent,0.00500500765464558,Bin,0.7,0.8
HHS Region 9,4 wk ahead,percent,0.00500501212080261,Bin,0.8,0.9
HHS Region 9,4 wk ahead,percent,0.0200200226371346,Bin,0.9,1.0
HHS Region 9,4 wk ahead,percent,0.0180180267095077,Bin,1.0,1.1
HHS Region 9,4 wk ahead,percent,0.020020030435091,Bin,1.1,1.2
HHS Region 9,4 wk ahead,percent,0.0300300347050206,Bin,1.2,1.3
HHS Region 9,4 wk ahead,percent,0.0440440387330691,Bin,1.3,1.4
HHS Region 9,4 wk ahead,percent,0.0410410366304861,Bin,1.4,1.5
HHS Region 9,4 wk ahead,percent,0.0500500402898157,Bin,1.5,1.6
HHS Region 9,4 wk ahead,percent,0.0720720513478621,Bin,1.6,1.7
HHS Region 9,4 wk ahead,percent,0.0960960662322562,Bin,1.7,1.8
HHS Region 9,4 wk ahead,percent,0.0830830702347415,Bin,1.8,1.9
HHS Region 9,4 wk ahead,percent,0.101101084933407,Bin,1.9,2.0
HHS Region 9,4 wk ahead,percent,0.0770770819193216,Bin,2.0,2.1
HHS Region 9,4 wk ahead,percent,0.0660660784972828,Bin,2.1,2.2
HHS Region 9,4 wk ahead,percent,0.0550550699846891,Bin,2.2,2.3
HHS Region 9,4 wk ahead,percent,0.036036055282308,Bin,2.3,2.4
HHS Region 9,4 wk ahead,percent,0.0420420482593715,Bin,2.4,2.5
HHS Region 9,4 wk ahead,percent,0.027027034381935,Bin,2.5,2.6
HHS Region 9,4 wk ahead,percent,0.0160160230456234,Bin,2.6,2.7
HHS Region 9,4 wk ahead,percent,0.0130130158163749,Bin,2.7,2.8
HHS Region 9,4 wk ahead,percent,0.00800800932412753,Bin,2.8,2.9
HHS Region 9,4 wk ahead,percent,0.00800800610773697,Bin,2.9,3.0
HHS Region 9,4 wk ahead,percent,0.010010004943442,Bin,3.0,3.1
HHS Region 9,4 wk ahead,percent,0.00600600263481675,Bin,3.1,3.2
HHS Region 9,4 wk ahead,percent,0.00700700262070398,Bin,3.2,3.3
HHS Region 9,4 wk ahead,percent,0.00600600214827835,Bin,3.3,3.4
HHS Region 9,4 wk ahead,percent,0.00300300106203007,Bin,3.4,3.5
HHS Region 9,4 wk ahead,percent,0.00500500175616254,Bin,3.5,3.6
HHS Region 9,4 wk ahead,percent,0.00200200070204103,Bin,3.6,3.7
HHS Region 9,4 wk ahead,percent,0.00200200070181407,Bin,3.7,3.8
HHS Region 9,4 wk ahead,percent,3.50305142257059e-15,Bin,3.8,3.9
HHS Region 9,4 wk ahead,percent,0.00200200070178126,Bin,3.9,4.0
HHS Region 9,4 wk ahead,percent,0.00200200070178097,Bin,4.0,4.1
HHS Region 9,4 wk ahead,percent,0.00300300105267142,Bin,4.1,4.2
HHS Region 9,4 wk ahead,percent,7.1631127935453e-20,Bin,4.2,4.3
HHS Region 9,4 wk ahead,percent,3.07181962437792e-21,Bin,4.3,4.4
HHS Region 9,4 wk ahead,percent,1.0715744061245e-22,Bin,4.4,4.5
HHS Region 9,4 wk ahead,percent,2.69769733418074e-24,Bin,4.5,4.6
HHS Region 9,4 wk ahead,percent,3.43237190551241e-25,Bin,4.6,4.7
HHS Region 9,4 wk ahead,percent,1.93960411971544e-24,Bin,4.7,4.8
HHS Region 9,4 wk ahead,percent,1.05183279108275e-22,Bin,4.8,4.9
HHS Region 9,4 wk ahead,percent,2.88456623139745e-21,Bin,4.9,5.0
HHS Region 9,4 wk ahead,percent,6.43027368007708e-20,Bin,5.0,5.1
HHS Region 9,4 wk ahead,percent,1.18923348334219e-18,Bin,5.1,5.2
HHS Region 9,4 wk ahead,percent,1.83823251239521e-17,Bin,5.2,5.3
HHS Region 9,4 wk ahead,percent,2.3561927849286e-16,Bin,5.3,5.4
HHS Region 9,4 wk ahead,percent,2.52461443470423e-15,Bin,5.4,5.5
HHS Region 9,4 wk ahead,percent,2.24247508622756e-14,Bin,5.5,5.6
HHS Region 9,4 wk ahead,percent,1.66865106064696e-13,Bin,5.6,5.7
HHS Region 9,4 wk ahead,percent,1.02911041874951e-12,Bin,5.7,5.8
HHS Region 9,4 wk ahead,percent,5.30763445326967e-12,Bin,5.8,5.9
HHS Region 9,4 wk ahead,percent,2.2733045006737e-11,Bin,5.9,6.0
HHS Region 9,4 wk ahead,percent,8.13304052350538e-11,Bin,6.0,6.1
HHS Region 9,4 wk ahead,percent,2.41925437106871e-10,Bin,6.1,6.2
HHS Region 9,4 wk ahead,percent,6.00534255805903e-10,Bin,6.2,6.3
HHS Region 9,4 wk ahead,percent,1.24118111470142e-09,Bin,6.3,6.4
HHS Region 9,4 wk ahead,percent,2.13828188626595e-09,Bin,6.4,6.5
HHS Region 9,4 wk ahead,percent,3.06969046975627e-09,Bin,6.5,6.6
HHS Region 9,4 wk ahead,percent,3.67197337303821e-09,Bin,6.6,6.7
HHS Region 9,4 wk ahead,percent,3.66102661093745e-09,Bin,6.7,6.8
HHS Region 9,4 wk ahead,percent,3.04146611228584e-09,Bin,6.8,6.9
HHS Region 9,4 wk ahead,percent,2.10573509953515e-09,Bin,6.9,7.0
HHS Region 9,4 wk ahead,percent,1.21489477476241e-09,Bin,7.0,7.1
HHS Region 9,4 wk ahead,percent,5.84035562205417e-10,Bin,7.1,7.2
HHS Region 9,4 wk ahead,percent,2.33968599993059e-10,Bin,7.2,7.3
HHS Region 9,4 wk ahead,percent,7.81953282486697e-11,Bin,7.3,7.4
HHS Region 9,4 wk ahead,percent,4.28725873222383e-11,Bin,7.4,7.5
HHS Region 9,4 wk ahead,percent,4.28725873222383e-11,Bin,7.5,7.6
HHS Region 9,4 wk ahead,percent,4.28725873222383e-11,Bin,7.6,7.7
HHS Region 9,4 wk ahead,percent,4.28725873222383e-11,Bin,7.7,7.8
HHS Region 9,4 wk ahead,percent,4.28725873222383e-11,Bin,7.8,7.9
HHS Region 9,4 wk ahead,percent,4.28725873222383e-11,Bin,7.9,8.0
HHS Region 9,4 wk ahead,percent,4.28725873222387e-11,Bin,8.0,8.1
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,8.1,8.2
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,8.2,8.3
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,8.3,8.4
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,8.4,8.5
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,8.5,8.6
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,8.6,8.7
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,8.7,8.8
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,8.8,8.9
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,8.9,9.0
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,9.0,9.1
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,9.1,9.2
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,9.2,9.3
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,9.3,9.4
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,9.4,9.5
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,9.5,9.6
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,9.6,9.7
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,9.7,9.8
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,9.8,9.9
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,9.9,10.0
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,10.0,10.1
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,10.1,10.2
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,10.2,10.3
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,10.3,10.4
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,10.4,10.5
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,10.5,10.6
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,10.6,10.7
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,10.7,10.8
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,10.8,10.9
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,10.9,11.0
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,11.0,11.1
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,11.1,11.2
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,11.2,11.3
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,11.3,11.4
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,11.4,11.5
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,11.5,11.6
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,11.6,11.7
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,11.7,11.8
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,11.8,11.9
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,11.9,12.0
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,12.0,12.1
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,12.1,12.2
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,12.2,12.3
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,12.3,12.4
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,12.4,12.5
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,12.5,12.6
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,12.6,12.7
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,12.7,12.8
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,12.8,12.9
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,12.9,13.0
HHS Region 9,4 wk ahead,percent,4.28725873222390e-11,Bin,13.0,100.0
HHS Region 10,Season onset,week,0.000174313562285796,Bin,40.0,41.0
HHS Region 10,Season onset,week,0.000174317983990527,Bin,41.0,42.0
HHS Region 10,Season onset,week,0.000174330562069184,Bin,42.0,43.0
HHS Region 10,Season onset,week,0.040541067903141,Bin,43.0,44.0
HHS Region 10,Season onset,week,0.0667794449712506,Bin,44.0,45.0
HHS Region 10,Season onset,week,0.0688284751628952,Bin,45.0,46.0
HHS Region 10,Season onset,week,0.0886971446740073,Bin,46.0,47.0
HHS Region 10,Season onset,week,0.0971031756170185,Bin,47.0,48.0
HHS Region 10,Season onset,week,0.128730903943346,Bin,48.0,49.0
HHS Region 10,Season onset,week,0.106423756827356,Bin,49.0,50.0
HHS Region 10,Season onset,week,0.106607147642756,Bin,50.0,51.0
HHS Region 10,Season onset,week,0.0864977697871173,Bin,51.0,52.0
HHS Region 10,Season onset,week,0.0562174384703642,Bin,52.0,53.0
HHS Region 10,Season onset,week,0.0264970819951224,Bin,1.0,2.0
HHS Region 10,Season onset,week,0.0144850800751056,Bin,2.0,3.0
HHS Region 10,Season onset,week,0.0155094951342716,Bin,3.0,4.0
HHS Region 10,Season onset,week,0.0164185402432128,Bin,4.0,5.0
HHS Region 10,Season onset,week,0.0149387930690998,Bin,5.0,6.0
HHS Region 10,Season onset,week,0.0101663965642741,Bin,6.0,7.0
HHS Region 10,Season onset,week,0.00679656600599024,Bin,7.0,8.0
HHS Region 10,Season onset,week,0.0081520164746651,Bin,8.0,9.0
HHS Region 10,Season onset,week,0.00985495544030856,Bin,9.0,10.0
HHS Region 10,Season onset,week,0.00729951907833444,Bin,10.0,11.0
HHS Region 10,Season onset,week,0.0030545279108282,Bin,11.0,12.0
HHS Region 10,Season onset,week,0.000715038508513296,Bin,12.0,13.0
HHS Region 10,Season onset,week,0.000131120551780606,Bin,13.0,14.0
HHS Region 10,Season onset,week,0.000112269760991743,Bin,14.0,15.0
HHS Region 10,Season onset,week,0.000112269760991743,Bin,15.0,16.0
HHS Region 10,Season onset,week,0.000112269760991743,Bin,16.0,17.0
HHS Region 10,Season onset,week,0.000112269760991743,Bin,17.0,18.0
HHS Region 10,Season onset,week,0.000112269760991743,Bin,18.0,19.0
HHS Region 10,Season onset,week,0.000112269760991743,Bin,19.0,20.0
HHS Region 10,Season onset,week,0.000112269760991743,Bin,20.0,21.0
HHS Region 10,Season onset,week,0.0182456935139536,Bin,none,none
HHS Region 10,Season peak week,week,0.00011216320820473,Bin,40.0,41.0
HHS Region 10,Season peak week,week,0.000112164041719517,Bin,41.0,42.0
HHS Region 10,Season peak week,week,0.000112165606929201,Bin,42.0,43.0
HHS Region 10,Season peak week,week,0.000112168240869759,Bin,43.0,44.0
HHS Region 10,Season peak week,week,0.000126065688890211,Bin,44.0,45.0
HHS Region 10,Season peak week,week,0.000331111655685306,Bin,45.0,46.0
HHS Region 10,Season peak week,week,0.000889937144851307,Bin,46.0,47.0
HHS Region 10,Season peak week,week,0.0020955509067278,Bin,47.0,48.0
HHS Region 10,Season peak week,week,0.00497416700124679,Bin,48.0,49.0
HHS Region 10,Season peak week,week,0.0085245291951484,Bin,49.0,50.0
HHS Region 10,Season peak week,week,0.0139585685701264,Bin,50.0,51.0
HHS Region 10,Season peak week,week,0.0206742688133439,Bin,51.0,52.0
HHS Region 10,Season peak week,week,0.0276496858160968,Bin,52.0,53.0
HHS Region 10,Season peak week,week,0.0351433188293996,Bin,1.0,2.0
HHS Region 10,Season peak week,week,0.0657332842328154,Bin,2.0,3.0
HHS Region 10,Season peak week,week,0.244198269568929,Bin,3.0,4.0
HHS Region 10,Season peak week,week,0.177218010941304,Bin,4.0,5.0
HHS Region 10,Season peak week,week,0.168696364028663,Bin,5.0,6.0
HHS Region 10,Season peak week,week,0.0666749691116075,Bin,6.0,7.0
HHS Region 10,Season peak week,week,0.0550196287985894,Bin,7.0,8.0
HHS Region 10,Season peak week,week,0.0271530174613611,Bin,8.0,9.0
HHS Region 10,Season peak week,week,0.0186596557142343,Bin,9.0,10.0
HHS Region 10,Season peak week,week,0.0163217149482376,Bin,10.0,11.0
HHS Region 10,Season peak week,week,0.0125047595249418,Bin,11.0,12.0
HHS Region 10,Season peak week,week,0.011522971370072,Bin,12.0,13.0
HHS Region 10,Season peak week,week,0.00733971198536964,Bin,13.0,14.0
HHS Region 10,Season peak week,week,0.00629387769539297,Bin,14.0,15.0
HHS Region 10,Season peak week,week,0.0040203035312894,Bin,15.0,16.0
HHS Region 10,Season peak week,week,0.00201760880735995,Bin,16.0,17.0
HHS Region 10,Season peak week,week,0.00105707995862072,Bin,17.0,18.0
HHS Region 10,Season peak week,week,0.000483260289316161,Bin,18.0,19.0
HHS Region 10,Season peak week,week,0.00019227712774316,Bin,19.0,20.0
HHS Region 10,Season peak week,week,7.73701849126184e-05,Bin,20.0,21.0
HHS Region 10,Season peak percentage,percent,4.79996278123586e-05,Bin,0.0,0.1
HHS Region 10,Season peak percentage,percent,9.5999272221679e-05,Bin,0.1,0.2
HHS Region 10,Season peak percentage,percent,9.59993489324376e-05,Bin,0.2,0.3
HHS Region 10,Season peak percentage,percent,9.5999462745818e-05,Bin,0.3,0.4
HHS Region 10,Season peak percentage,percent,9.59996228873895e-05,Bin,0.4,0.5
HHS Region 10,Season peak percentage,percent,9.59998436342005e-05,Bin,0.5,0.6
HHS Region 10,Season peak percentage,percent,9.60001413404102e-05,Bin,0.6,0.7
HHS Region 10,Season peak percentage,percent,9.60005339207367e-05,Bin,0.7,0.8
HHS Region 10,Season peak percentage,percent,9.60010411481985e-05,Bin,0.8,0.9
HHS Region 10,Season peak percentage,percent,9.60016813113913e-05,Bin,0.9,1.0
HHS Region 10,Season peak percentage,percent,9.60024722290197e-05,Bin,1.0,1.1
HHS Region 10,Season peak percentage,percent,9.60034277921295e-05,Bin,1.1,1.2
HHS Region 10,Season peak percentage,percent,9.60045569033492e-05,Bin,1.2,1.3
HHS Region 10,Season peak percentage,percent,9.60058629840889e-05,Bin,1.3,1.4
HHS Region 10,Season peak percentage,percent,9.60073409169657e-05,Bin,1.4,1.5
HHS Region 10,Season peak percentage,percent,9.60089793517374e-05,Bin,1.5,1.6
